Timestamp,HR,BR,Temp,Posture
02:43.4,80,16.7,31.5,84
02:44.4,81,16.6,31.5,84
02:45.4,81,16.4,31.5,84
02:46.4,80,16.3,31.5,84
02:47.4,80,16.1,31.5,84
02:48.4,79,16,31.5,86
02:49.4,78,15.9,31.5,87
02:50.4,78,15.6,31.5,85
02:51.4,79,15,31.5,85
02:52.4,79,14.6,31.5,84
02:53.4,80,14.2,31.5,84
02:54.4,80,14,31.5,84
02:55.4,81,13.8,31.5,84
02:56.4,82,13.7,31.5,84
02:57.4,83,13.6,31.5,86
02:58.4,83,13.7,31.5,86
02:59.4,84,14,31.5,84
03:00.4,84,14.3,31.5,84
03:01.4,83,14.5,31.5,84
03:02.4,83,14.6,31.5,84
03:03.4,80,14.8,31.5,84
03:04.4,74,14.9,31.5,84
03:05.4,73,15,31.5,84
03:06.4,72,15,31.5,84
03:07.4,73,15.1,31.5,84
03:08.4,73,15,31.5,86
03:09.4,73,14.9,31.5,86
03:10.4,74,14.8,31.5,86
03:11.4,76,14.7,31.5,86
03:12.4,75,14.6,31.5,86
03:13.4,75,14.6,31.5,86
03:14.4,74,14.6,31.5,86
03:15.4,74,14.6,31.5,86
03:16.4,73,14.8,31.5,86
03:17.4,71,15,31.5,84
03:18.4,69,15.1,31.5,83
03:19.4,69,15.2,31.5,84
03:20.4,69,15.2,31.5,86
03:21.4,69,15.1,31.5,86
03:22.4,69,15,31.5,86
03:23.4,69,15.2,31.5,86
03:24.4,69,15.4,31.5,86
03:25.4,69,15.5,31.5,86
03:26.4,69,15.6,31.5,86
03:27.4,68,15.6,31.5,86
03:28.4,68,15.5,31.5,86
03:29.4,69,15.5,31.5,86
03:30.4,69,15.6,31.5,86
03:31.4,69,15.9,31.5,86
03:32.4,71,16.1,31.6,86
03:33.4,71,16.3,31.6,86
03:34.4,72,16.3,31.6,86
03:35.4,74,16.2,31.6,86
03:36.4,74,16.2,31.6,86
03:37.4,72,16.1,31.6,86
03:38.4,71,16.1,31.6,86
03:39.4,70,16.1,31.6,86
03:40.4,69,16.1,31.6,86
03:41.4,69,16.1,31.6,86
03:42.4,70,16,31.6,86
03:43.4,71,16,31.6,86
03:44.4,71,15.9,31.6,86
03:45.4,71,15.8,31.6,86
03:46.4,71,15.6,31.6,86
03:47.4,73,15.4,31.6,86
03:48.4,75,15.3,31.6,86
03:49.4,76,15.2,31.6,86
03:50.4,77,15.2,31.6,86
03:51.4,77,15.2,31.6,86
03:52.4,77,15.2,31.6,86
03:53.4,77,15.2,31.6,86
03:54.4,77,15.1,31.6,86
03:55.4,77,15,31.6,84
03:56.4,77,15,31.6,83
03:57.4,78,14.9,31.6,84
03:58.4,78,15,31.6,84
03:59.4,79,15,31.6,84
04:00.4,79,15,31.6,84
04:01.4,81,15.2,31.6,84
04:02.4,83,15.3,31.6,84
04:03.4,84,15.5,31.6,84
04:04.4,85,15.6,31.6,84
04:05.4,86,15.7,31.6,84
04:06.4,86,15.7,31.6,84
04:07.4,86,15.8,31.6,84
04:08.4,86,15.8,31.6,84
04:09.4,86,15.7,31.6,84
04:10.4,85,15.7,31.6,84
04:11.4,85,15.6,31.6,84
04:12.4,86,15.9,31.6,84
04:13.4,86,16.4,31.6,84
04:14.4,86,16.8,31.6,84
04:15.4,86,17.1,31.6,84
04:16.4,87,17.4,31.6,84
04:17.4,87,17.7,31.6,84
04:18.4,87,17.9,31.6,84
04:19.4,87,17.9,31.6,84
04:20.4,87,18,31.6,84
04:21.4,87,18,31.6,84
04:22.4,87,17.8,31.6,84
04:23.4,87,17.5,31.6,84
04:24.4,87,17.3,31.6,84
04:25.4,87,17.4,31.6,84
04:26.4,87,17.8,31.6,84
04:27.4,87,18.1,31.6,84
04:28.4,87,18.3,31.6,84
04:29.4,87,18.1,31.6,84
04:30.4,87,18,31.6,84
04:31.4,87,17.8,31.6,84
04:32.4,87,17.7,31.6,84
04:33.4,86,17.3,31.6,84
04:34.4,86,16.9,31.6,84
04:35.4,82,16.6,31.6,84
04:36.4,77,16.4,31.6,84
04:37.4,75,16.2,31.6,84
04:38.4,75,16.1,31.6,84
04:39.4,73,16,31.6,84
04:40.4,72,15.9,31.6,84
04:41.4,72,15.8,31.6,84
04:42.4,72,15.7,31.6,84
04:43.4,73,15.7,31.6,84
04:44.4,73,15.7,31.6,84
04:45.4,74,15.4,31.6,84
04:46.4,74,15.2,31.6,84
04:47.4,75,15,31.6,84
04:48.4,75,14.9,31.6,84
04:49.4,75,14.8,31.6,84
04:50.4,75,14.2,31.6,84
04:51.4,75,13.8,31.6,84
04:52.4,76,13.4,31.6,84
04:53.4,77,13.1,31.6,84
04:54.4,78,13.4,31.6,84
04:55.4,78,13.6,31.6,84
04:56.4,79,13.8,31.6,84
04:57.4,80,13.9,31.6,84
04:58.4,81,14.3,31.6,82
04:59.4,83,14.6,31.6,83
05:00.4,84,14.8,31.6,83
05:01.4,85,15.4,31.6,84
05:02.4,85,15.8,31.6,84
05:03.4,86,16.2,31.6,85
05:04.4,86,16.6,31.6,86
05:05.4,86,16.9,31.6,86
05:06.4,87,17.2,31.6,86
05:07.4,88,17.9,31.6,87
05:08.4,89,18.4,31.6,87
05:09.4,90,18.9,31.6,86
05:10.4,92,19.2,31.6,86
05:11.4,92,19.5,31.6,86
05:12.4,93,19.8,31.6,86
05:13.4,94,20,31.6,87
05:14.4,95,20,31.6,88
05:15.4,96,20,31.6,89
05:16.4,96,20,31.6,87
05:17.4,96,20.1,31.6,89
05:18.4,97,20.2,31.6,89
05:19.4,98,20.2,31.6,88
05:20.4,100,20.2,31.6,88
05:21.4,101,20.1,31.6,88
05:22.4,102,20.1,31.6,87
05:23.4,102,20,31.6,87
05:24.4,102,19.9,31.6,87
05:25.4,103,19.8,31.6,87
05:26.4,103,19.7,31.6,87
05:27.4,103,19.6,31.6,88
05:28.4,103,19.5,31.6,87
05:29.4,103,19.3,31.6,87
05:30.4,104,19,31.6,87
05:31.4,105,18.7,31.6,86
05:32.4,105,18.5,31.5,87
05:33.4,106,18.3,31.5,86
05:34.4,107,18,31.5,86
05:35.4,108,17.9,31.5,86
05:36.4,108,17.9,31.5,86
05:37.4,108,18,31.5,86
05:38.4,109,18.1,31.5,84
05:39.4,109,18.3,31.5,85
05:40.4,109,18.4,31.5,84
05:41.4,110,18.4,31.5,86
05:42.4,110,18.3,31.5,84
05:43.4,111,18.3,31.5,84
05:44.4,112,18.4,31.5,84
05:45.4,112,18.5,31.5,83
05:46.4,112,18.5,31.5,87
05:47.4,113,18.5,31.5,83
05:48.4,113,18.4,31.5,81
05:49.4,113,18.3,31.5,84
05:50.4,114,18.3,31.5,85
05:51.4,114,18,31.5,86
05:52.4,114,17.9,31.5,86
05:53.4,115,17.8,31.5,84
05:54.4,116,17.8,31.5,84
05:55.4,118,17.8,31.5,84
05:56.4,119,17.8,31.5,84
05:57.4,119,17.8,31.5,77
05:58.4,119,17.8,31.5,80
05:59.4,119,17.7,31.5,83
06:00.4,119,17.7,31.5,82
06:01.4,119,17.7,31.5,84
06:02.4,119,17.6,31.5,83
06:03.4,119,17.5,31.5,84
06:04.4,120,17.5,31.5,84
06:05.4,120,17.5,31.5,84
06:06.4,120,17.5,31.5,83
06:07.4,122,17.5,31.5,84
06:08.4,122,17.6,31.5,86
06:09.4,123,17.6,31.5,89
06:10.4,123,17.7,31.5,88
06:11.4,124,17.8,31.5,78
06:12.4,124,17.9,31.5,69
06:13.4,125,18.1,31.5,73
06:14.4,126,18.4,31.5,80
06:15.4,127,18.6,31.5,84
06:16.4,128,18.7,31.5,83
06:17.4,129,18.9,31.5,83
06:18.4,130,19,31.5,83
06:19.4,130,19.1,31.5,83
06:20.4,131,19.2,31.5,83
06:21.4,133,19.2,31.5,84
06:22.4,134,19.3,31.5,81
06:23.4,136,19.3,31.5,72
06:24.4,136,19.3,31.5,68
06:25.4,138,19.3,31.5,78
06:26.4,139,19.3,31.5,80
06:27.4,140,19.2,31.5,75
06:28.4,140,19.2,31.5,75
06:29.4,140,19.1,31.5,75
06:30.4,140,19,31.5,78
06:31.4,140,19,31.5,78
06:32.4,140,19,32.5,77
06:33.4,141,19,32.5,77
06:34.4,141,18.9,32.5,76
06:35.4,142,18.9,32.5,76
06:36.4,143,18.8,32.5,77
06:37.4,144,18.8,32.5,78
06:38.4,144,18.8,32.5,78
06:39.4,146,18.8,32.5,77
06:40.4,147,18.7,32.5,77
06:41.4,147,18.6,32.5,77
06:42.4,148,18.5,32.5,76
06:43.4,148,18.4,32.5,76
06:44.4,148,18.2,32.5,76
06:45.4,148,18,32.5,78
06:46.4,149,17.9,32.5,79
06:47.4,149,17.9,32.5,76
06:48.4,149,17.9,32.5,77
06:49.4,149,17.9,32.5,79
06:50.4,149,17.9,32.5,79
06:51.4,150,17.8,32.5,79
06:52.4,150,17.7,32.5,85
06:53.4,150,17.6,32.5,91
06:54.4,150,17.5,32.5,94
06:55.4,150,17.4,32.5,96
06:56.4,150,17.3,32.5,98
06:57.4,149,17.3,32.5,98
06:58.4,148,17.1,32.5,98
06:59.4,147,17,32.5,98
07:00.4,147,16.9,32.5,98
07:01.4,148,16.9,32.5,98
07:02.4,148,17.1,32.5,99
07:03.4,147,17.2,32.5,98
07:04.4,147,17.3,32.5,99
07:05.4,145,17.3,32.5,98
07:06.4,142,17.4,32.5,98
07:07.4,141,17.3,32.5,98
07:08.4,140,17.2,32.5,97
07:09.4,139,17,32.5,97
07:10.4,137,16.9,32.5,98
07:11.4,123,16.8,32.5,98
07:12.4,108,16.8,32.5,98
07:13.4,93,16.7,32.5,98
07:14.4,81,16.4,32.5,98
07:15.4,77,16.2,32.5,97
07:16.4,75,16,32.5,97
07:17.4,75,16,32.5,97
07:18.4,74,16,32.5,97
07:19.4,74,16.1,32.5,97
07:20.4,72,16.2,32.5,97
07:21.4,73,16.4,32.5,97
07:22.4,72,16.5,32.5,97
07:23.4,69,17.1,32.5,97
07:24.4,69,17.6,32.5,97
07:25.4,67,18,32.5,96
07:26.4,65,18.1,32.5,96
07:27.4,65,18,32.5,97
07:28.4,67,18,32.5,96
07:29.4,67,17.9,32.5,96
07:30.4,66,17.6,32.5,97
07:31.4,67,17.4,32.5,97
07:32.4,65,17.2,32.3,96
07:33.4,64,17.1,32.3,97
07:34.4,65,17.2,32.3,97
07:35.4,65,17.2,32.3,97
07:36.4,65,17.4,32.3,98
07:37.4,65,17.8,32.3,98
07:38.4,66,18.1,32.3,98
07:39.4,63,18.3,32.3,98
07:40.4,63,18.4,32.3,98
07:41.4,64,18.4,32.3,98
07:42.4,62,18.4,32.3,98
07:43.4,61,18.4,32.3,98
07:44.4,63,18.4,32.3,98
07:45.4,64,18.4,32.3,98
07:46.4,62,18.4,32.3,98
07:47.4,64,18.4,32.3,98
07:48.4,64,18.4,32.3,98
07:49.4,67,18.9,32.3,98
07:50.4,69,19.3,32.3,98
07:51.4,69,19.6,32.3,98
07:52.4,67,19.6,32.3,98
07:53.4,64,19.4,32.3,98
07:54.4,63,19.3,32.3,98
07:55.4,63,19.2,32.3,97
07:56.4,63,19,32.3,96
07:57.4,64,18.9,32.3,96
07:58.4,64,18.9,32.3,96
07:59.4,64,19,32.3,97
08:00.4,65,19,32.3,97
08:01.4,65,18.9,32.3,97
08:02.4,66,18.8,32.3,97
08:03.4,67,18.7,32.3,97
08:04.4,67,18.8,32.3,98
08:05.4,66,18.8,32.3,98
08:06.4,65,18.9,32.3,98
08:07.4,62,18.9,32.3,97
08:08.4,61,18.6,32.3,98
08:09.4,61,18.4,32.3,98
08:10.4,61,18.3,32.3,98
08:11.4,60,18.1,32.3,98
08:12.4,59,17.9,32.3,98
08:13.4,62,17.5,32.3,98
08:14.4,62,17.3,32.3,98
08:15.4,62,17.1,32.3,97
08:16.4,61,16.9,32.3,98
08:17.4,62,16.8,32.3,97
08:18.4,62,16.7,32.3,97
08:19.4,61,16.9,32.3,97
08:20.4,63,17.2,32.3,98
08:21.4,65,17.5,32.3,98
08:22.4,63,17.7,32.3,97
08:23.4,60,17.4,32.3,98
08:24.4,62,17.2,32.3,98
08:25.4,63,17,32.3,98
08:26.4,61,16.8,32.3,98
08:27.4,61,16.7,32.3,98
08:28.4,64,16.6,32.3,98
08:29.4,64,16.5,32.3,97
08:30.4,62,16.7,32.3,98
08:31.4,62,16.8,32.3,98
08:32.4,63,16.9,32.2,98
08:33.4,61,17.2,32.2,98
08:34.4,62,17.6,32.2,97
08:35.4,62,18,32.2,98
08:36.4,61,18.1,32.2,97
08:37.4,62,18,32.2,98
08:38.4,63,18,32.2,98
08:39.4,62,18,32.2,97
08:40.4,62,17.9,32.2,98
08:41.4,63,17.6,32.2,97
08:42.4,63,17.4,32.2,97
08:43.4,61,17.4,32.2,97
08:44.4,62,17.4,32.2,97
08:45.4,63,17.4,32.2,97
08:46.4,62,17.4,32.2,97
08:47.4,60,17.3,32.2,97
08:48.4,62,17.3,32.2,97
08:49.4,64,17.2,32.2,97
08:50.4,62,17.2,32.2,97
08:51.4,62,17.1,32.2,97
08:52.4,66,17,32.2,97
08:53.4,67,17,32.2,97
08:54.4,64,16.9,32.2,97
08:55.4,61,16.4,32.2,97
08:56.4,61,16.1,32.2,96
08:57.4,60,15.8,32.2,96
08:58.4,60,15.8,32.2,96
08:59.4,61,15.9,32.2,96
09:00.4,60,16,32.2,96
09:01.4,60,16.3,32.2,97
09:02.4,62,16.6,32.2,97
09:03.4,62,16.9,32.2,96
09:04.4,61,17.1,32.2,97
09:05.4,62,17.3,32.2,96
09:06.4,62,17.5,32.2,96
09:07.4,60,17.6,32.2,96
09:08.4,60,17.8,32.2,96
09:09.4,60,17.9,32.2,96
09:10.4,58,18,32.2,96
09:11.4,59,18,32.2,96
09:12.4,59,18,32.2,96
09:13.4,60,17.9,32.2,96
09:14.4,62,18.6,32.2,96
09:15.4,65,19,32.2,96
09:16.4,66,19.4,32.2,96
09:17.4,65,19.8,32.2,96
09:18.4,62,19.9,32.2,96
09:19.4,61,19.9,32.2,96
09:20.4,60,19.8,32.2,96
09:21.4,59,20,32.2,96
09:22.4,59,20.1,32.2,96
09:23.4,59,20.3,32.2,96
09:24.4,60,20.6,32.2,96
09:25.4,62,20.8,32.2,96
09:26.4,62,21,32.2,96
09:27.4,63,20.9,32.2,96
09:28.4,67,20.8,32.2,96
09:29.4,67,20.7,32.2,96
09:30.4,63,20.5,32.2,96
09:31.4,63,20.2,32.2,96
09:32.4,65,20,32.3,96
09:33.4,65,19.8,32.3,96
09:34.4,63,19.2,32.3,96
09:35.4,63,18.4,32.3,96
09:36.4,64,17.8,32.3,96
09:37.4,65,17.3,32.3,96
09:38.4,67,17,32.3,96
09:39.4,68,16.7,32.3,96
09:40.4,69,16.7,32.3,96
09:41.4,71,16.6,32.3,96
09:42.4,71,16.6,32.3,96
09:43.4,73,16.8,32.3,96
09:44.4,74,16.9,32.3,96
09:45.4,72,17,32.3,96
09:46.4,68,16.9,32.3,96
09:47.4,66,16.7,32.3,96
09:48.4,64,16.5,32.3,96
09:49.4,62,16.7,32.3,96
09:50.4,63,16.8,32.3,96
09:51.4,63,16.9,32.3,96
09:52.4,64,17.2,32.3,96
09:53.4,64,17.6,32.3,96
09:54.4,64,17.8,32.3,96
09:55.4,62,18,32.3,96
09:56.4,61,17.9,32.3,96
09:57.4,62,17.7,32.3,96
09:58.4,61,17.6,32.3,96
09:59.4,61,17.8,32.3,96
10:00.4,61,17.8,32.3,96
10:01.4,61,18.1,32.3,96
10:02.4,62,18.4,32.3,96
10:03.4,62,18.7,32.3,96
10:04.4,62,18.9,32.3,96
10:05.4,63,18.8,32.3,96
10:06.4,64,18.7,32.3,96
10:07.4,66,18.6,32.3,96
10:08.4,65,18.6,32.3,96
10:09.4,65,18.2,32.3,96
10:10.4,65,17.9,32.3,96
10:11.4,64,17.9,32.3,96
10:12.4,64,17.9,32.3,96
10:13.4,64,18,32.3,96
10:14.4,63,18.2,32.3,96
10:15.4,62,18.5,32.3,96
10:16.4,62,18.7,32.3,96
10:17.4,62,19.6,32.3,96
10:18.4,65,20.2,32.3,96
10:19.4,66,20.7,32.3,96
10:20.4,64,21.2,32.3,96
10:21.4,65,21.2,32.3,96
10:22.4,66,21.3,32.3,96
10:23.4,65,21.3,32.3,96
10:24.4,65,21,32.3,96
10:25.4,66,20.8,32.3,96
10:26.4,66,20.6,32.3,96
10:27.4,64,20.3,32.3,96
10:28.4,64,19.7,32.3,96
10:29.4,64,19.3,32.3,96
10:30.4,63,19.1,32.3,96
10:31.4,63,19.1,32.3,96
10:32.4,63,19.1,32.2,96
10:33.4,64,19.4,32.2,96
10:34.4,64,19.6,32.2,96
10:35.4,64,20.1,32.2,96
10:36.4,65,20.7,32.2,96
10:37.4,65,21.2,32.2,96
10:38.4,64,21.7,32.2,96
10:39.4,64,22,32.2,96
10:40.4,63,22.2,32.2,96
10:41.4,63,22.3,32.2,96
10:42.4,63,22.3,32.2,96
10:43.4,63,22.2,32.2,96
10:44.4,64,22,32.2,96
10:45.4,66,21.9,32.2,96
10:46.4,66,21.7,32.2,96
10:47.4,67,21.6,32.2,96
10:48.4,70,21.5,32.2,96
10:49.4,70,21.4,32.2,96
10:50.4,70,21.2,32.2,97
10:51.4,72,20.9,32.2,97
10:52.4,76,20.6,32.2,97
10:53.4,74,20.4,32.2,97
10:54.4,70,20.2,32.2,96
10:55.4,68,19.8,32.2,97
10:56.4,69,19.5,32.2,97
10:57.4,69,19.2,32.2,96
10:58.4,67,19,32.2,96
10:59.4,66,18.8,32.2,96
11:00.4,65,18.6,32.2,96
11:01.4,64,18.3,32.2,96
11:02.4,66,17.9,32.2,96
11:03.4,65,17.6,32.2,97
11:04.4,67,17.4,32.2,97
11:05.4,67,17.2,32.2,96
11:06.4,65,17,32.2,96
11:07.4,64,16.9,32.2,96
11:08.4,66,16.7,32.2,97
11:09.4,68,16.6,32.2,96
11:10.4,68,16.4,32.2,96
11:11.4,66,16.4,32.2,96
11:12.4,65,16.2,32.2,96
11:13.4,69,16.1,32.2,96
11:14.4,70,16,32.2,96
11:15.4,68,15.9,32.2,96
11:16.4,66,15.7,32.2,96
11:17.4,67,15.3,32.2,96
11:18.4,69,14.9,32.2,96
11:19.4,67,14.6,32.2,96
11:20.4,65,14.4,32.2,96
11:21.4,65,14.1,32.2,96
11:22.4,64,13.9,32.2,96
11:23.4,65,13.8,32.2,96
11:24.4,68,13.8,32.2,96
11:25.4,69,13.7,32.2,96
11:26.4,68,13.7,32.2,96
11:27.4,66,13.8,32.2,96
11:28.4,66,13.9,32.2,96
11:29.4,65,14,32.2,96
11:30.4,64,14.1,32.2,96
11:31.4,66,14.3,32.2,96
11:32.4,65,14.5,32.3,96
11:33.4,64,15.1,32.3,96
11:34.4,64,15.5,32.3,96
11:35.4,64,15.9,32.3,96
11:36.4,64,16.2,32.3,96
11:37.4,64,16.5,32.3,96
11:38.4,66,16.6,32.3,96
11:39.4,65,16.8,32.3,96
11:40.4,64,16.7,32.3,96
11:41.4,66,16.5,32.3,96
11:42.4,68,16.3,32.3,96
11:43.4,68,16.1,32.3,96
11:44.4,66,16,32.3,96
11:45.4,65,15.9,32.3,96
11:46.4,65,15.5,32.3,96
11:47.4,67,15.1,32.3,97
11:48.4,69,14.8,32.3,96
11:49.4,70,14.6,32.3,96
11:50.4,65,14.4,32.3,96
11:51.4,64,14.1,32.3,96
11:52.4,63,13.8,32.3,96
11:53.4,63,13.7,32.3,96
11:54.4,65,13.7,32.3,96
11:55.4,67,13.6,32.3,96
11:56.4,65,13.6,32.3,96
11:57.4,66,13.7,32.3,96
11:58.4,69,13.7,32.3,96
11:59.4,69,13.7,32.3,96
12:00.4,67,13.8,32.3,96
12:01.4,65,13.8,32.3,96
12:02.4,67,13.8,32.3,96
12:03.4,68,13.8,32.3,96
12:04.4,66,13.8,32.3,96
12:05.4,64,13.8,32.3,96
12:06.4,63,13.8,32.3,96
12:07.4,63,13.6,32.3,96
12:08.4,65,13.2,32.3,96
12:09.4,66,13,32.3,96
12:10.4,66,12.7,32.3,96
12:11.4,65,12.5,32.3,96
12:12.4,63,12.4,32.3,96
12:13.4,63,12.1,32.3,96
12:14.4,64,11.7,32.3,96
12:15.4,64,11.3,32.3,96
12:16.4,64,11.1,32.3,96
12:17.4,65,11.1,32.3,96
12:18.4,66,11,32.3,96
12:19.4,65,11,32.3,96
12:20.4,65,11.1,32.3,96
12:21.4,65,11.2,32.3,96
12:22.4,65,11.3,32.3,96
12:23.4,65,11.7,32.3,96
12:24.4,65,12.1,32.3,96
12:25.4,66,12.4,32.3,96
12:26.4,66,12.9,32.3,96
12:27.4,67,13.4,32.3,96
12:28.4,67,14.5,32.3,96
12:29.4,66,15.9,32.3,96
12:30.4,67,17.1,32.3,96
12:31.4,65,18.1,32.3,96
12:32.4,66,18.3,32.3,96
12:33.4,66,18.6,32.3,96
12:34.4,66,18.9,32.3,96
12:35.4,67,19.2,32.3,96
12:36.4,68,19.5,32.3,96
12:37.4,66,19.8,32.3,96
12:38.4,64,19.5,32.3,97
12:39.4,65,19.2,32.3,96
12:40.4,64,19,32.3,96
12:41.4,62,18.7,32.3,96
12:42.4,62,18.4,32.3,97
12:43.4,63,18,32.3,96
12:44.4,62,17.8,32.3,96
12:45.4,64,17.9,32.3,96
12:46.4,66,18,32.3,96
12:47.4,68,18,32.3,96
12:48.4,68,18.1,32.3,96
12:49.4,68,18.2,32.3,96
12:50.4,67,18.2,32.3,96
12:51.4,65,18.8,32.3,96
12:52.4,65,19.2,32.3,96
12:53.4,63,19.5,32.3,96
12:54.4,63,19.8,32.3,96
12:55.4,63,20,32.3,96
12:56.4,63,20.2,32.3,96
12:57.4,64,20.2,32.3,96
12:58.4,64,20.2,32.3,96
12:59.4,64,20.4,32.3,96
13:00.4,64,20.7,32.3,96
13:01.4,64,21,32.3,96
13:02.4,63,21.1,32.3,96
13:03.4,62,21.2,32.3,96
13:04.4,62,21.2,32.3,96
13:05.4,62,21.1,32.3,96
13:06.4,63,21,32.3,96
13:07.4,63,20.9,32.3,96
13:08.4,63,20.7,32.3,96
13:09.4,65,20.6,32.3,97
13:10.4,67,20.5,32.3,96
13:11.4,67,20.4,32.3,96
13:12.4,64,20.2,32.3,96
13:13.4,65,19.8,32.3,97
13:14.4,66,19.5,32.3,96
